"[[[65.0, 90.0, 2.2222222222222223], [77.0, 90.0, 1.6666666666666667], [77.0, 90.0, 0.5555555555555556], [76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112]]]",19,306,326
"[[[53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112]]]",307,"['327', 'T']"
"[[[53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445]]]",308,"['328', 'T']"
"[[[52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112]]]",309,"['329', 'T']"
"[[[50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223]]]",310,"['330', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112]]]",311,"['331', 'T']"
"[[[46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112]]]",312,"['332', 'T']"
"[[[46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112]]]",313,"['333', 'T']"
"[[[58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112]]]",314,"['334', 'T']"
"[[[57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112], [46.0, 90.0, 1.1111111111111112]]]",315,"['335', 'T']"
"[[[55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112], [46.0, 90.0, 1.1111111111111112], [48.0, 90.0, 3.3333333333333335]]]",316,"['336', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112], [46.0, 90.0, 1.1111111111111112], [48.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112]]]",317,"['337', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [41.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556]]]",325,"['305', 'T']"
"[[[41.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223]]]",326,"['306', 'T']"
"[[[53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112]]]",327,"['307', 'T']"
"[[[53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445]]]",328,"['308', 'T']"
"[[[52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112]]]",329,"['309', 'T']"
"[[[50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223]]]",330,"['310', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112]]]",331,"['311', 'T']"
"[[[46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112]]]",332,"['312', 'T']"
"[[[46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112]]]",333,"['313', 'T']"
"[[[58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112]]]",334,"['314', 'T']"
"[[[57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112], [46.0, 90.0, 1.1111111111111112]]]",335,"['315', 'T']"
"[[[55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112], [46.0, 90.0, 1.1111111111111112], [48.0, 90.0, 3.3333333333333335]]]",336,"['316', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112], [46.0, 90.0, 1.1111111111111112], [48.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112]]]",337,"['317', 'T']"
"[[[77.0, 90.0, 1.6666666666666667], [77.0, 90.0, 0.5555555555555556], [76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223]]]",20,"['41', 'T']"
"[[[77.0, 90.0, 0.5555555555555556], [76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112]]]",21,"['42', 'T']"
"[[[76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112]]]",22,"['43', 'T']"
"[[[74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112]]]",23,"['44', 'T']"
"[[[72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112]]]",24,"['45', 'T']"
"[[[71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112]]]",25,"['46', 'T']"
"[[[72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112]]]",26,"['47', 'T']"
"[[[74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556]]]",27,"['48', 'T']"
"[[[72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556], [70.0, 90.0, 0.5555555555555556]]]",28,"['49', 'T']"
"[[[72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556], [70.0, 90.0, 0.5555555555555556], [72.0, 90.0, 1.6666666666666667]]]",29,"['50', 'T']"
"[[[79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556], [70.0, 90.0, 0.5555555555555556], [72.0, 90.0, 1.6666666666666667], [70.0, 90.0, 0.5555555555555556]]]",30,"['51', 'T']"
"[[[72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556], [70.0, 90.0, 0.5555555555555556], [72.0, 90.0, 1.6666666666666667], [70.0, 90.0, 0.5555555555555556], [69.0, 90.0, 2.2222222222222223]]]",31,"['52', 'T']"
"[[[77.0, 90.0, 1.6666666666666667], [77.0, 90.0, 0.5555555555555556], [76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223]]]",41,"['20', 'T']"
"[[[77.0, 90.0, 0.5555555555555556], [76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112]]]",42,"['21', 'T']"
"[[[76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112]]]",43,"['22', 'T']"
"[[[74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112]]]",44,"['23', 'T']"
"[[[72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112]]]",45,"['24', 'T']"
"[[[71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112]]]",46,"['25', 'T']"
"[[[72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112]]]",47,"['26', 'T']"
"[[[74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556]]]",48,"['27', 'T']"
"[[[72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556], [70.0, 90.0, 0.5555555555555556]]]",49,"['28', 'T']"
"[[[72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556], [70.0, 90.0, 0.5555555555555556], [72.0, 90.0, 1.6666666666666667]]]",50,"['29', 'T']"
"[[[79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556], [70.0, 90.0, 0.5555555555555556], [72.0, 90.0, 1.6666666666666667], [70.0, 90.0, 0.5555555555555556]]]",51,"['30', 'T']"
"[[[72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556], [70.0, 90.0, 0.5555555555555556], [72.0, 90.0, 1.6666666666666667], [70.0, 90.0, 0.5555555555555556], [69.0, 90.0, 4.444444444444445]]]",52,"['31', 'T']"
"[[[65.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 2.2222222222222223], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [69.0, 90.0, 1.6666666666666667], [69.0, 90.0, 0.5555555555555556], [67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556]]]",80,"['109', 'T']"
"[[[64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 2.2222222222222223], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [69.0, 90.0, 1.6666666666666667], [69.0, 90.0, 0.5555555555555556], [67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556]]]",81,"['110', 'T']"
"[[[65.0, 90.0, 2.2222222222222223], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [69.0, 90.0, 1.6666666666666667], [69.0, 90.0, 0.5555555555555556], [67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556]]]",82,"['111', 'T']"
"[[[64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [69.0, 90.0, 1.6666666666666667], [69.0, 90.0, 0.5555555555555556], [67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556]]]",83,"['112', 'T']"
"[[[65.0, 90.0, 1.1111111111111112], [69.0, 90.0, 1.6666666666666667], [69.0, 90.0, 0.5555555555555556], [67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112]]]",84,"['113', 'T']"
"[[[69.0, 90.0, 1.6666666666666667], [69.0, 90.0, 0.5555555555555556], [67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667]]]",85,"['114', 'T']"
"[[[69.0, 90.0, 0.5555555555555556], [67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556]]]",86,"['115', 'T']"
"[[[67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556]]]",87,"['116', 'T']"
"[[[65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556]]]",88,"['117', 'T']"
"[[[62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556]]]",89,"['118', 'T']"
"[[[64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556]]]",90,"['119', 'T']"
"[[[65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335]]]",91,"['120', 'T']"
"[[[67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112]]]",92,"['121', 'T']"
"[[[69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112]]]",93,"['122', 'T']"
"[[[62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112]]]",94,"['123', 'T']"
